A,B,C,label
1689,1490,664,F1
534,1502,168,F2
1170,1414,1504,F1
353,113,440,N8
770,335,320,F5
595,1582,272,F2
365,1073,386,F6
685,320,100,F5
798,241,399,F5
291,440,368,N8
369,791,350,F6
369,425,799,F7
752,1517,1332,F1
355,305,1514,F7
326,928,262,F6
108,444,575,F7
421,315,246,N8
305,140,103,N8
1351,240,934,F4
670,358,116,F5
447,299,855,F7
445,683,562,F3
377,279,394,N8
137,828,1320,F3
560,155,507,F4
220,764,421,F6
228,656,197,F6
102,610,333,F6
433,282,319,N8
782,990,131,F2
227,215,354,N8
432,984,530,F3
926,227,310,F5
335,489,425,F6
119,1103,343,F6
1332,328,252,F5
395,104,119,N8
137,1058,1306,F3
105,1323,314,F6
417,547,289,F6
382,133,1139,F7
1033,552,569,F1
1429,1666,1215,F1
963,119,316,F5
1085,332,1079,F4
372,1191,953,F3
293,625,429,F6
762,619,185,F2
117,351,442,N8
412,578,270,F6
1212,1399,151,F2
433,186,318,N8
376,263,301,N8
141,1382,703,F3
1310,239,1364,F4
1940,1446,1158,F1
1164,434,107,F5
1240,198,297,F5
106,1183,989,F3
116,444,151,N8
811,430,1357,F4
1496,1731,617,F1
978,348,1156,F4
268,318,1094,F7
586,1268,1139,F1
273,660,635,F3
172,276,248,N8
1333,154,1285,F4
105,829,1063,F3
434,1055,860,F3
1638,1199,339,F2
317,1039,512,F3
914,351,1360,F4
912,187,753,F4
392,304,103,N8
310,1183,496,F3
351,1223,300,F6
297,929,821,F3
406,375,337,N8
452,422,1159,F4
1009,190,429,F5
1100,988,1657,F1
171,149,1078,F7
446,207,453,F7
386,216,1482,F7
1677,1325,211,F2
264,419,1372,F7
131,1346,1051,F3
147,468,887,F3
576,1153,311,F2
1470,449,133,F5
244,874,292,F6
1540,831,158,F2
928,919,1543,F1
523,1858,1704,F1
594,296,743,F4
1136,398,402,F5
291,416,1157,F7
750,204,555,F4
370,1134,365,F6
260,1272,159,F6
281,326,130,N8
193,319,175,N8
120,258,880,F7
156,116,1520,F7
386,238,305,N8
164,1187,387,F6
170,404,1207,F7
108,889,116,F6
323,217,277,N8
271,1182,424,F6
216,1382,330,F6
1609,1887,1807,F1
400,953,252,F6
235,334,304,N8
358,1240,259,F6
1359,323,1173,F4
230,441,345,N8
226,289,1678,F7
432,1335,255,F6
102,679,653,F3
275,369,1195,F7
787,177,858,F4
546,1915,736,F1
1612,471,745,F1
953,171,1381,F4
118,546,1051,F3
1037,1230,446,F2
363,128,219,N8
147,361,1419,F7
1382,347,327,F5
189,1205,1200,F3
282,1380,882,F3
347,981,428,F6
246,350,184,N8
324,1027,660,F3
119,1012,199,F6
342,852,573,F3
205,950,242,F6
363,1237,298,F6
1290,1179,191,F2
434,352,127,N8
393,375,542,F7
686,1657,1520,F1
288,155,553,F7
1668,1147,565,F1
306,1177,265,F6
135,1086,1084,F3
1874,1960,666,F1
1384,1812,1168,F1
1082,442,357,F5
692,163,1313,F4
1147,1260,408,F2
515,241,362,F5
296,297,441,N8
1242,187,506,F4
759,1528,1177,F1
527,272,215,F5
750,219,227,F5
353,185,1454,F7
221,119,865,F7
144,807,268,F6
266,351,106,N8
615,281,193,F5
273,104,1145,F7
1217,703,256,F2
564,763,1174,F1
1082,193,309,F5
1578,1923,1152,F1
880,298,1345,F4
1360,238,401,F5
440,828,386,F6
265,209,206,N8
1140,1853,740,F1
1052,442,371,F5
681,135,439,F5
615,184,766,F4
524,1509,411,F2
819,1289,1870,F1
775,341,833,F4
205,1397,1105,F3
1596,1393,1939,F1
203,920,442,F6
426,280,148,N8
470,896,218,F2
158,547,310,F6
272,307,1632,F7
694,766,131,F2
832,331,1173,F4
210,1289,190,F6
343,208,238,N8
414,863,1179,F3
372,416,436,N8
355,362,403,N8
167,1358,493,F3
1205,1537,348,F2
335,249,300,N8
680,289,800,F4
200,413,630,F7
753,160,242,F5
1332,543,797,F1
1267,437,315,F5
608,1982,1341,F1
951,428,1077,F4
1361,433,177,F5
763,218,685,F4
144,336,1012,F7
1536,1423,365,F2
846,357,702,F4
462,1187,477,F1
1524,854,381,F2
235,398,1429,F7
416,1015,392,F6
143,195,214,N8
728,550,954,F1
163,205,1022,F7
184,243,253,N8
412,774,146,F6
290,408,642,F7
1444,1265,940,F1
319,129,1427,F7
1189,333,252,F5
124,257,369,N8
1220,1089,227,F2
173,944,727,F3
1108,977,426,F2
260,1364,819,F3
312,920,1361,F3
119,741,103,F6
1067,782,1062,F1
152,242,130,N8
202,1091,1307,F3
1524,1240,143,F2
1582,953,944,F1
180,704,293,F6
154,1274,1285,F3
1394,255,160,F5
121,1062,938,F3
275,230,294,N8
442,226,448,N8
637,1535,171,F2
1486,1055,600,F1
1626,636,1322,F1
287,763,666,F3
1679,1042,107,F2
1076,109,1245,F4
410,146,1587,F7
983,327,364,F5
1718,1599,1710,F1
116,1125,216,F6
958,356,809,F4
1217,169,119,F5
159,114,1291,F7
341,1080,165,F6
196,666,1082,F3
1129,241,1327,F4
285,226,135,N8
1242,357,523,F4
283,446,372,N8
202,823,609,F3
1623,615,259,F2
1343,296,259,F5
421,258,484,F7
1280,252,1390,F4
379,369,258,N8
244,1095,161,F6
173,405,236,N8
437,262,1372,F7
213,1227,412,F6
446,473,822,F3
417,440,361,N8
152,373,117,N8
169,144,119,N8
990,1009,1029,F1
156,584,440,F6
288,134,1230,F7
613,204,864,F4
479,1008,951,F1
1152,1255,425,F2
271,720,432,F6
279,368,144,N8
1397,847,1330,F1
329,223,309,N8
308,421,199,N8
204,385,1457,F7
995,251,593,F4
433,189,670,F7
431,353,311,N8
1648,1108,1432,F1
1278,482,828,F1
192,1119,1055,F3
241,342,227,N8
233,608,1179,F3
337,1384,207,F6
786,183,240,F5
130,643,394,F6
609,347,425,F5
349,648,700,F3
458,791,1246,F1
1043,535,967,F1
395,1247,1202,F3
523,297,984,F4
279,1155,188,F6
387,501,262,F6
1153,278,280,F5
361,294,397,N8
211,588,105,F6
871,113,810,F4
1534,1152,101,F2
1151,269,317,F5
1202,436,1325,F4
435,865,1345,F3
1078,1725,1439,F1
1218,258,642,F4
801,320,443,F5
743,610,266,F2
210,1386,1073,F3
1098,1425,145,F2
1406,969,1690,F1
1294,440,204,F5
252,606,121,F6
1231,383,196,F5
1371,777,148,F2
362,1382,554,F3
310,116,1298,F7
1176,582,255,F2
172,184,112,N8
524,1046,364,F2
320,230,1574,F7
127,1056,803,F3
280,772,312,F6
492,114,449,F5
389,316,1278,F7
212,224,1252,F7
1018,1597,225,F2
1837,1945,551,F1
274,281,179,N8
1482,123,111,F5
438,180,349,N8
730,598,441,F2
692,210,414,F5
740,178,228,F5
1433,1900,1283,F1
330,1261,612,F3
490,343,994,F4
269,932,849,F3
442,343,1053,F7
120,625,278,F6
716,503,358,F2
1131,343,446,F5
1018,1555,327,F2
254,559,101,F6
1486,110,273,F5
207,128,1566,F7
359,285,394,N8
166,997,1073,F3
207,1211,954,F3
1586,598,678,F1
366,116,101,N8
1739,1835,537,F1
436,945,636,F3
138,646,1213,F3
554,237,183,F5
1422,1907,1257,F1
505,282,169,F5
382,353,521,F7
482,441,324,F5
287,1028,338,F6
232,1260,810,F3
113,896,417,F6
373,929,1382,F3
1610,609,190,F2
819,422,1219,F4
1602,873,1991,F1
1385,1139,1530,F1
631,294,1363,F4
124,958,553,F3
979,424,394,F5
351,443,272,N8
309,185,157,N8
181,374,1687,F7
1865,603,942,F1
272,204,1686,F7
984,1535,1816,F1
522,420,120,F5
615,232,378,F5
252,574,1202,F3
349,496,1028,F3
215,331,1259,F7
1341,1598,248,F2
955,662,1490,F1
664,349,1207,F4
349,1318,107,F6
367,226,239,N8
283,435,1584,F7
424,387,245,N8
1368,176,1225,F4
255,306,1245,F7
137,397,469,F7
131,917,1147,F3
350,684,478,F3
288,322,103,N8
1484,134,142,F5
1235,346,560,F4
798,661,1299,F1
448,150,385,N8
859,421,1055,F4
1886,1701,928,F1
700,1546,555,F1
373,404,995,F7
127,1260,394,F6
1515,1134,104,F2
305,738,949,F3
567,1675,924,F1
174,802,1219,F3
213,933,789,F3
965,1053,421,F2
136,851,272,F6
263,1124,1238,F3
156,1026,690,F3
583,577,461,F1
465,384,497,F4
264,1018,849,F3
332,412,890,F7
1617,919,195,F2
231,285,194,N8
1333,549,241,F2
1165,300,1103,F4
409,995,594,F3
215,1299,792,F3
1118,295,312,F5
419,709,1071,F3
605,207,666,F4
362,931,248,F6
343,1101,825,F3
309,107,208,N8
352,108,1240,F7
196,1380,175,F6
141,569,369,F6
225,445,1301,F7
1058,785,703,F1
671,1203,686,F1
221,449,173,N8
152,200,1385,F7
260,1182,566,F3
242,811,1214,F3
1031,660,289,F2
223,267,205,N8
339,932,751,F3
1162,1359,1068,F1
436,1328,561,F3
345,409,1090,F7
1290,1743,733,F1
1568,1846,1851,F1
110,101,923,F7
154,403,344,N8
289,562,1006,F3
1194,1904,791,F1
190,626,661,F3
242,688,355,F6
1154,386,1198,F4
1152,795,1516,F1
325,873,507,F3
1330,794,1914,F1
746,959,195,F2
228,603,578,F3
195,213,1301,F7
477,179,1176,F4
332,344,293,N8
1251,363,390,F5
193,1346,1115,F3
276,1142,282,F6
385,118,1260,F7
529,323,162,F5
805,202,148,F5
1300,1259,332,F2
1562,1366,320,F2
371,837,836,F3
135,287,403,N8
427,411,1347,F7
332,907,227,F6
879,339,330,F5
1180,331,1230,F4
395,529,221,F6
382,206,332,N8
244,1197,1103,F3
743,238,199,F5
572,268,1027,F4
281,207,1390,F7
1314,276,156,F5
209,522,664,F3
916,219,1293,F4
1117,1129,397,F2
340,1353,776,F3
478,436,281,F5
1964,835,861,F1
1260,963,236,F2
133,905,150,F6
243,1342,141,F6
323,410,101,N8
1173,1774,1537,F1
102,731,783,F3
1211,380,147,F5
275,953,1087,F3
480,559,1701,F1
352,412,614,F7
1777,1777,1732,F1
1133,867,365,F2
502,590,515,F1
370,839,979,F3
1085,549,270,F2
729,133,310,F5
1731,1305,1084,F1
211,374,334,N8
339,543,699,F3
138,1227,1393,F3
1619,1782,1680,F1
1174,330,1347,F4
169,347,238,N8
1371,249,320,F5
446,366,950,F7
344,301,214,N8
333,1397,501,F3
428,595,1324,F3
255,1005,214,F6
103,767,896,F3
219,578,1195,F3
1465,1404,964,F1
599,133,1050,F4
220,964,545,F3
142,110,578,F7
1053,995,575,F1
1633,1338,270,F2
237,680,379,F6
107,273,101,N8
285,950,1038,F3
137,266,523,F7
255,132,903,F7
445,1213,684,F3
1215,629,192,F2
1329,216,783,F4
187,938,1314,F3
328,299,119,N8
126,263,256,N8
918,699,1481,F1
1551,1884,743,F1
560,363,140,F5
599,1093,1270,F1
459,233,1315,F4
123,350,142,N8
1268,184,1039,F4
384,1157,417,F6
236,213,482,F7
1284,1007,447,F2
1002,808,1106,F1
579,224,207,F5
1142,106,1304,F4
1036,215,878,F4
421,209,132,N8
164,989,227,F6
1096,126,287,F5
1807,1444,662,F1
290,561,971,F3
299,146,390,N8
396,618,993,F3
1658,1796,634,F1
1177,888,321,F2
160,127,175,N8
302,283,260,N8
377,1365,964,F3
1337,157,765,F4
197,1191,1088,F3
340,682,591,F3
678,1584,424,F2
483,703,1317,F1
287,179,1109,F7
296,1086,169,F6
158,1315,1036,F3
432,989,347,F6
936,1190,201,F2
230,671,1202,F3
237,1245,335,F6
681,1674,1619,F1
375,769,210,F6
806,310,336,F5
397,355,385,N8
580,203,117,F5
275,356,195,N8
167,394,184,N8
460,1290,377,F2
406,236,214,N8
507,205,102,F5
292,189,293,N8
636,1480,1489,F1
421,1309,994,F3
1067,354,434,F5
1351,206,200,F5
210,666,1390,F3
297,375,310,N8
229,427,936,F7
357,1116,502,F3
591,303,956,F4
252,1293,135,F6
632,396,219,F5
366,410,1456,F7
1345,1465,1890,F1
1334,381,342,F5
464,144,1142,F4
292,395,1093,F7
1193,330,897,F4
331,910,147,F6
285,354,1477,F7
329,913,266,F6
865,215,404,F5
413,126,1494,F7
1034,418,1206,F4
795,1654,1060,F1
726,157,376,F5
223,439,328,N8
182,972,108,F6
735,1259,436,F2
381,897,1400,F3
327,853,1221,F3
1486,401,265,F5
392,884,140,F6
1531,1794,574,F1
791,386,687,F4
1293,1470,386,F2
329,816,1094,F3
586,227,285,F5
860,843,333,F2
1957,1916,1009,F1
144,674,391,F6
476,954,275,F2
1080,205,202,F5
696,887,233,F2
272,507,1311,F3
116,191,482,F7
159,423,1268,F7
426,883,260,F6
841,238,441,F5
813,224,287,F5
166,391,1392,F7
1203,138,429,F5
108,1269,372,F6
387,935,151,F6
141,137,281,N8
1100,381,1177,F4
1271,206,239,F5
955,284,420,F5
1395,795,136,F2
326,399,1316,F7
102,196,938,F7
329,329,122,N8
1488,124,299,F5
936,1397,161,F2
568,140,916,F4
280,247,287,N8
1140,314,1092,F4
347,365,109,N8
380,764,136,F6
635,1447,1960,F1
657,207,103,F5
1234,242,724,F4
185,290,247,N8
189,1013,271,F6
1639,1513,1582,F1
277,230,1159,F7
251,173,589,F7
620,418,202,F5
1912,1152,650,F1
371,122,1614,F7
1435,295,436,F5
180,202,1593,F7
309,223,1697,F7
211,1003,195,F6
277,1226,1061,F3
136,321,905,F7
241,1026,810,F3
1169,680,1872,F1
149,385,1540,F7
342,227,1286,F7
751,134,842,F4
258,439,1173,F7
110,1317,1146,F3
1116,169,193,F5
241,204,376,N8
282,131,200,N8
1613,1496,764,F1
1134,1142,1790,F1
232,721,475,F3
330,1066,544,F3
1321,421,953,F4
201,1190,814,F3
1042,266,1101,F4
1481,1340,403,F2
396,913,386,F6
552,448,1254,F4
936,1479,104,F2
200,786,1162,F3
990,415,1082,F4
244,205,1499,F7
405,329,199,N8
121,355,360,N8
431,312,438,N8
257,937,599,F3
118,678,785,F3
111,738,203,F6
291,729,852,F3
892,205,481,F4
208,819,1105,F3
141,1051,1390,F3
193,1116,276,F6
198,1063,796,F3
1123,323,634,F4
166,658,111,F6
315,125,406,N8
1943,751,668,F1
538,1092,310,F2
291,506,1270,F3
599,169,1224,F4
1499,803,124,F2
522,100,1057,F4
126,261,1673,F7
650,128,203,F5
116,367,273,N8
152,785,194,F6
124,1153,829,F3
628,723,437,F2
939,187,168,F5
1202,557,407,F2
1477,231,262,F5
801,120,1164,F4
336,846,335,F6
1197,871,799,F1
1351,360,223,F5
169,221,194,N8
122,414,725,F7
1383,236,244,F5
214,375,1442,F7
1430,101,122,F5
126,671,992,F3
139,109,485,F7
544,1132,448,F2
1314,111,602,F4
147,911,499,F3
264,710,973,F3
1625,1358,329,F2
1237,855,353,F2
226,835,329,F6
1504,1077,270,F2
1424,478,863,F1
435,262,1069,F7
326,584,340,F6
1234,602,1130,F1
204,1022,440,F6
1922,1881,1744,F1
1026,1955,1015,F1
479,305,1256,F4
773,156,273,F5
265,416,251,N8
179,289,263,N8
1636,1148,279,F2
264,1166,202,F6
125,130,203,N8
871,1703,1648,F1
223,923,1267,F3
109,1112,964,F3
325,726,259,F6
297,984,275,F6
1342,1663,202,F2
441,1045,980,F3
1744,1124,548,F1
341,425,204,N8
136,1076,115,F6
233,382,131,N8
680,190,684,F4
348,961,274,F6
1482,1192,444,F2
303,1393,1309,F3
222,431,1180,F7
119,1005,239,F6
1560,649,383,F2
396,1149,1314,F3
1324,1601,177,F2
1087,718,405,F2
347,618,513,F3
447,122,472,F7
436,154,378,N8
789,266,170,F5
187,139,164,N8
924,176,1359,F4
485,285,917,F4
1448,545,393,F2
807,870,329,F2
215,197,1517,F7
600,1491,1286,F1
1288,1168,433,F2
1902,822,1160,F1
245,157,430,N8
314,1307,1232,F3
1763,1401,1374,F1
434,146,447,N8
313,648,674,F3
186,124,582,F7
405,934,1281,F3
944,938,233,F2
390,159,431,N8
798,121,1235,F4
230,308,797,F7
821,1324,239,F2
318,264,113,N8
922,492,120,F2
1245,417,196,F5
846,1209,1019,F1
147,201,445,N8
446,741,1233,F3
1292,155,354,F5
1148,1338,407,F2
108,225,640,F7
972,129,168,F5
205,198,146,N8
178,641,529,F3
1857,1310,1271,F1
341,596,442,F6
903,403,897,F4
308,375,108,N8
776,308,167,F5
386,174,155,N8
1686,1547,147,F2
805,1100,348,F2
304,725,512,F3
387,448,448,N8
370,259,236,N8
321,227,1454,F7
517,200,706,F4
807,836,747,F1
277,226,201,N8
1981,1664,1866,F1
1030,298,412,F5
388,416,251,N8
869,409,126,F5
339,1031,398,F6
361,150,192,N8
185,304,1006,F7
705,114,238,F5
862,381,438,F5
109,257,327,N8
118,348,1048,F7
971,144,796,F4
449,1279,444,F6
1669,1508,137,F2
317,325,131,N8
170,420,113,N8
310,238,599,F7
233,593,355,F6
398,558,948,F3
1018,290,320,F5
464,333,187,F5
806,124,134,F5
164,1093,279,F6
426,179,210,N8
129,524,132,F6
763,974,1106,F1
782,426,139,F5
1232,164,237,F5
372,1205,385,F6
1018,1507,1293,F1
888,1377,419,F2
721,434,199,F5
889,177,1348,F4
173,663,252,F6
218,372,752,F7
431,328,110,N8
755,1144,1466,F1
227,287,1549,F7
187,1386,188,F6
426,1165,670,F3
972,255,899,F4
1306,266,100,F5
920,371,1302,F4
1790,1529,779,F1
407,106,903,F7
364,244,734,F7
337,1255,1089,F3
222,286,812,F7
182,745,480,F3
914,179,1037,F4
319,823,296,F6
782,316,128,F5
272,198,354,N8
423,1111,460,F3
1250,477,388,F2
614,373,255,F5
489,839,312,F2
1842,1365,1187,F1
649,770,330,F2
1000,221,187,F5
455,196,417,F5
125,395,332,N8
247,895,350,F6
294,320,1621,F7
1931,848,1565,F1
1254,757,510,F1
396,436,347,N8
285,361,168,N8
372,1025,107,F6
275,370,127,N8
1080,300,1061,F4
302,197,294,N8
350,688,1218,F3
1125,339,196,F5
164,330,1163,F7
1411,315,182,F5
892,1065,168,F2
183,146,406,N8
390,1314,203,F6
1308,209,711,F4
358,844,254,F6
308,327,133,N8
429,279,380,N8
134,422,260,N8
797,1225,244,F2
1892,890,1276,F1
233,1113,914,F3
471,228,1262,F4
382,410,378,N8
425,350,1009,F7
238,1085,620,F3
129,711,144,F6
298,424,762,F7
881,151,169,F5
1695,1371,314,F2
986,409,1378,F4
150,1002,175,F6
375,377,561,F7
671,1598,236,F2
407,362,662,F7
322,484,1063,F3
134,421,261,N8
1058,1139,111,F2
399,194,437,N8
775,336,1021,F4
1446,1405,321,F2
343,145,1555,F7
346,989,1022,F3
370,315,881,F7
1386,299,102,F5
816,310,469,F4
104,1220,595,F3
141,109,1373,F7
531,413,364,F5
906,116,328,F5
962,1025,1874,F1
1022,164,268,F5
755,358,1111,F4
1413,477,681,F1
327,901,588,F3
1085,165,1033,F4
107,151,337,N8
438,373,1539,F7
231,370,736,F7
327,181,619,F7
420,874,440,F6
342,659,1358,F3
232,1275,857,F3
1268,336,125,F5
344,1050,962,F3
424,1373,214,F6
1330,131,1074,F4
1040,1659,1942,F1
883,407,427,F5
387,925,945,F3
235,154,1663,F7
1347,392,1352,F4
258,1130,982,F3
217,323,1605,F7
124,106,878,F7
1458,1236,1178,F1
1203,132,212,F5
339,348,425,N8
232,989,775,F3
315,354,301,N8
242,290,261,N8
1333,333,230,F5
726,1590,426,F2
513,249,1316,F4
575,1314,916,F1
231,764,732,F3
1154,1550,1061,F1
387,681,879,F3
372,1256,264,F6
1231,353,645,F4
142,494,1384,F3
1263,539,418,F2
1422,1353,447,F2
108,163,1248,F7
661,217,154,F5
188,1292,304,F6
855,203,1357,F4
216,421,1144,F7
844,1537,362,F2
1066,250,118,F5
320,419,1182,F7
449,1118,452,F3
112,367,1310,F7
666,294,170,F5
710,235,1344,F4
389,634,790,F3
152,557,162,F6
1768,1483,1357,F1
1003,248,527,F4
1496,863,1266,F1
204,263,395,N8
175,640,193,F6
369,774,1157,F3
1462,1638,267,F2
858,1830,1698,F1
873,826,443,F2
829,352,878,F4
365,215,922,F7
126,1083,445,F6
872,301,1374,F4
219,673,1256,F3
121,949,393,F6
104,861,805,F3
242,970,1189,F3
322,574,772,F3
781,1421,257,F2
774,1558,170,F2
262,1075,162,F6
1193,316,1315,F4
751,307,681,F4
617,1455,982,F1
1577,1078,1788,F1
686,562,1659,F1
239,430,1240,F7
1488,1598,165,F2
1043,1639,211,F2
155,778,948,F3
402,234,233,N8
215,207,352,N8
324,788,648,F3
193,174,312,N8
375,913,716,F3
1146,816,839,F1
328,225,148,N8
235,412,103,N8
1392,297,269,F5
1223,246,436,F5
883,431,223,F5
252,283,1381,F7
238,220,1448,F7
457,417,375,F5
1375,112,1089,F4
1420,205,437,F5
270,261,283,N8
340,905,911,F3
389,417,276,N8
357,168,116,N8
431,362,308,N8
1019,233,938,F4
633,1279,419,F2
114,257,235,N8
425,369,644,F7
1155,1656,285,F2
286,1234,1308,F3
119,184,1245,F7
147,1336,101,F6
310,829,1243,F3
1176,1009,1228,F1
411,434,429,N8
350,699,356,F6
1144,310,1187,F4
1555,467,140,F2
1258,112,216,F5
140,518,245,F6
921,143,243,F5
843,355,172,F5
185,1082,569,F3
159,1309,1226,F3
1463,134,291,F5
1953,1333,1467,F1
1478,258,231,F5
1495,924,126,F2
191,315,902,F7
285,1347,812,F3
185,399,1022,F7
172,789,103,F6
723,326,188,F5
1229,229,241,F5
305,457,343,F6
283,328,263,N8
1213,199,707,F4
437,550,344,F6
873,369,424,F5
169,253,1176,F7
413,504,258,F6
1248,182,422,F5
974,199,264,F5
820,287,259,F5
815,361,211,F5
204,175,1582,F7
981,1002,360,F2
209,742,639,F3
230,1365,1040,F3
1271,184,1029,F4
154,601,293,F6
258,1168,927,F3
193,183,1021,F7
236,394,186,N8
1553,1170,426,F2
994,808,208,F2
416,544,265,F6
1298,194,366,F5
1132,1492,391,F2
1930,1511,1457,F1
930,1656,437,F2
331,1376,1378,F3
604,127,422,F5
454,1190,1705,F1
715,1368,499,F1
681,171,437,F5
242,671,1144,F3
385,1095,725,F3
355,355,424,N8
1591,601,317,F2
140,148,658,F7
406,942,845,F3
353,866,1044,F3
857,311,1324,F4
422,381,116,N8
144,270,609,F7
742,327,1017,F4
567,1453,323,F2
712,1397,1696,F1
434,290,272,N8
1141,1031,618,F1
156,382,124,N8
342,282,747,F7
661,448,1296,F4
162,1149,284,F6
343,988,1330,F3
776,190,466,F4
380,348,1296,F7
446,1056,1033,F3
351,313,763,F7
925,434,917,F4
404,889,157,F6
205,440,1328,F7
1339,1761,1198,F1
904,564,1929,F1
137,1061,144,F6
1184,407,1352,F4
357,885,272,F6
331,800,932,F3
355,159,764,F7
363,186,1595,F7
112,147,161,N8
821,443,1349,F4
1204,538,870,F1
224,161,647,F7
1014,378,333,F5
259,152,293,N8
393,341,287,N8
1219,1367,649,F1
1422,363,424,F5
211,582,162,F6
125,1067,973,F3
866,399,127,F5
1793,1213,465,F1
361,865,608,F3
762,225,199,F5
193,273,499,F7
475,1689,428,F2
124,501,1272,F3
1005,397,496,F4
861,1827,1494,F1
870,1341,541,F1
1197,303,804,F4
785,1155,374,F2
248,970,1166,F3
1635,1243,994,F1
1169,1443,299,F2
277,269,388,N8
1192,1172,163,F2
882,102,415,F5
1343,679,872,F1
1667,1597,210,F2
305,152,704,F7
280,446,823,F7
848,178,786,F4
746,279,273,F5
557,161,816,F4
359,742,644,F3
1274,694,284,F2
686,595,598,F1
235,270,382,N8
387,425,315,N8
1144,849,1490,F1
323,187,400,N8
395,410,191,N8
219,405,402,N8
712,329,1339,F4
957,1407,841,F1
926,1480,1774,F1
314,371,206,N8
1275,1504,373,F2
555,1316,230,F2
349,195,289,N8
793,415,232,F5
348,211,961,F7
369,1305,557,F3
856,653,1776,F1
711,381,346,F5
483,245,137,F5
805,118,774,F4
428,181,214,N8
1123,1095,390,F2
735,355,1168,F4
989,1778,1444,F1
1076,394,1093,F4
331,153,355,N8
702,1437,387,F2
266,744,128,F6
1293,317,218,F5
140,344,1398,F7
117,304,285,N8
1073,130,201,F5
207,157,815,F7
321,440,315,N8
345,1268,179,F6
234,593,445,F6
138,534,406,F6
293,322,740,F7
1054,403,531,F4
119,750,281,F6
1062,341,352,F5
1628,1436,1351,F1
1748,1318,1935,F1
1361,1048,801,F1
896,1848,1194,F1
370,869,898,F3
388,173,210,N8
847,115,171,F5
245,896,406,F6
410,579,232,F6
280,229,336,N8
206,223,198,N8
389,355,539,F7
447,1207,1002,F3
1611,819,1157,F1
334,1368,1328,F3
1248,296,587,F4
123,685,482,F3
135,1075,1303,F3
1029,1648,256,F2
259,1263,555,F3
631,1539,998,F1
1496,173,439,F5
115,380,429,N8
457,1573,981,F1
785,1355,628,F1
305,404,746,F7
128,1159,738,F3
1128,1027,169,F2
1002,278,253,F5
315,520,126,F6
1266,1169,269,F2
200,399,762,F7
1921,1086,976,F1
426,829,197,F6
356,1256,1255,F3
128,990,381,F6
1027,1237,257,F2
1011,132,956,F4
1348,153,419,F5
188,152,345,N8
430,619,351,F6
485,379,379,F5
297,1042,1016,F3
256,472,443,F6
1166,1177,428,F2
533,893,523,F1
506,151,1172,F4
399,189,1306,F7
1570,1372,151,F2
746,582,191,F2
580,1349,1530,F1
345,496,1112,F3
431,306,985,F7
905,376,349,F5
375,1265,950,F3
291,249,1164,F7
681,786,341,F2
376,1024,1301,F3
365,118,827,F7
1814,605,1727,F1
167,249,395,N8
1653,875,177,F2
837,972,442,F2
205,526,133,F6
918,1633,127,F2
270,602,112,F6
1979,1751,895,F1
1236,909,307,F2
740,1196,465,F1
289,1288,450,F3
824,785,979,F1
980,966,265,F2
161,253,672,F7
433,644,186,F6
1085,533,356,F2
1179,982,820,F1
1294,138,1203,F4
385,182,1411,F7
214,1112,936,F3
1134,383,394,F5
1310,1106,403,F2
497,240,1381,F4
847,165,378,F5
1194,398,347,F5
815,101,493,F4
131,436,1423,F7
254,756,265,F6
423,1298,1024,F3
593,275,531,F4
1180,187,849,F4
1015,1317,429,F2
459,310,425,F5
1218,1024,1807,F1
1125,298,533,F4
144,371,1096,F7
1071,112,993,F4
488,165,325,F5
830,273,493,F4
228,227,299,N8
347,589,1233,F3
295,1250,418,F6
981,174,697,F4
418,351,1037,F7
478,638,321,F2
1199,439,1122,F4
1791,1868,1907,F1
332,1300,438,F6
147,806,413,F6
533,491,1311,F1
390,200,409,N8
221,628,309,F6
606,304,158,F5
420,226,451,F7
895,1812,1873,F1
1386,229,116,F5
150,480,176,F6
1321,1506,280,F2
620,1380,205,F2
379,218,660,F7
155,256,611,F7
651,320,1127,F4
977,131,858,F4
1024,210,1336,F4
101,997,1199,F3
1634,1407,317,F2
454,115,319,F5
313,188,289,N8
609,287,127,F5
375,249,1155,F7
314,1138,370,F6
303,156,235,N8
439,997,108,F6
527,119,369,F5
130,425,1094,F7
1459,383,342,F5
1140,404,219,F5
132,343,1597,F7
1617,537,1474,F1
420,292,1105,F7
1201,655,196,F2
200,674,1197,F3
197,315,272,N8
561,393,807,F4
210,417,622,F7
207,1318,153,F6
383,773,330,F6
1129,211,805,F4
843,621,654,F1
310,1296,425,F6
163,397,445,N8
1523,1498,1174,F1
1083,127,196,F5
573,821,1929,F1
229,183,649,F7
352,211,1385,F7
1290,172,1213,F4
828,478,225,F2
1007,327,262,F5
565,1580,413,F2
232,911,175,F6
226,358,698,F7
132,292,1037,F7
437,329,1616,F7
1232,107,837,F4
128,284,572,F7
949,765,1244,F1
922,373,1020,F4
964,725,1915,F1
1059,307,335,F5
829,1808,803,F1
658,727,204,F2
433,102,266,N8
138,108,228,N8
695,809,813,F1
143,145,257,N8
316,237,400,N8
799,431,830,F4
175,848,405,F6
572,277,375,F5
1228,111,361,F5
205,554,410,F6
1245,206,366,F5
411,291,418,N8
110,145,743,F7
189,256,1565,F7
1625,1694,554,F1
380,1105,525,F3
1522,938,1972,F1
350,890,827,F3
186,487,722,F3
195,164,404,N8
122,982,146,F6
162,1010,380,F6
